lambda_weight,run_id,algorithm,accuracy_norm,energy_per_token_norm,latency_norm,reward,total_energy_wh
0.5,545,random,0.5151212621328481,0.1654255481266941,0.20409512349333486,0.674847857003077,232.9036295406885
0.5,545,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.6373220293513213,52.46320379757186
0.5,545,thompson_sampling,0.6169901883228306,0.12678581106357864,0.15587652487573087,0.745102188629626,180.61413337722826
0.5,546,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.5738470099074934,731.4273224816835
0.5,546,epsilon_greedy,0.58162448144476,0.0949365377245158,0.12186329512830554,0.7433439718601221,125.47009437597939
0.5,546,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.48598073375470485,440.4658335067343
0.5,546,linear_epsilon_greedy,0.6221618182291533,0.12757243769878962,0.15013607949299093,0.7472946902651818,112.03469004114353
0.5,546,linucb,0.6239635933766647,0.1292352591431192,0.16355958497292641,0.7473641671167728,149.56083509631813
0.5,546,random,0.5207107929384035,0.16143108563838834,0.19827879253548292,0.6796398536500076,232.55572618059455
0.5,546,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.6373220293513213,52.46320379757186
0.5,546,thompson_sampling,0.6303451633814711,0.12981757392785712,0.15709045185995515,0.750263794726807,207.66069090913382
0.6,642,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.5516156893076718,731.4273224816835
0.6,642,epsilon_greedy,0.5528063258680362,0.10920951438306409,0.14589566691577605,0.7555968217173761,173.06937933490397
0.6,642,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.5063381231661891,440.4658335067343
0.6,642,linear_epsilon_greedy,0.6029398131462859,0.10770242462685674,0.1579243262959075,0.7765544704824003,115.6128943232181
